Код;Подстанция;Присоединение;Устройство РЗА;2015 дата;Тип терминала;2015;2016;2017;2016 дата;2018;2021;2019;2020;Посл_пров;Дата_посл_пров;ЦСРЗАИ;Ввод в эксплуатацию;Количество присоединений;Количество релейных защит;Примечание;Норма времени на Н;Норма времени на  В;Норма времени на К;Норма времени на О;Микроэлектроника;Оформлена документация;Включено в график отключений;Стоимость реконструкции;Год реконструкции;Микропроцессорная;Мастер код;2021 дата;Норма времени на К1;Сортировка ЦДС;Выполнено;Это не РЗА?;Тип присоединения;Реконструкция по ОКС;2017 дата;2022;2023;2024;2025;2018 дата;2026;2027;2028;2029;2030;Количество электроавтоматики;Количество противоаварийной автоматики;2019 дата;Назначение устройства РЗА;Производитель;Тип объекта;Тип устройства;2020 дата;2022 дата
1942;110кВ Добромысль;МВ-10кВ №211;РЗА;6;РТ-40 и РВМ-12;к;;;;;;;в;в;2020;0;1995;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;8;
1943;110кВ Дуброво;ВВ-10кВ №981;РЗА;8;РТ-40 и РВМ-12;в;;;;к;;;;к;04.2018;0;2006;1;2;;;30,90;14,90;3,10;0;0;0;;2030;0;3;;;;0;0;6;0;;в;;;;8;к;;;;в;;;;1;1;ПС 110;ЭМ;;6
1944;110кВ Дуброво;ВВ-10кВ №982;РЗА;8;РТ-40 и РВМ-12;в;;;;к;;;;к;04.2018;0;2006;1;2;;;30,90;14,90;3,10;0;0;0;;2030;0;3;;;;0;0;6;0;;в;;;;5;к;;;;в;;;;1;1;ПС 110;ЭМ;;6
1945;110кВ Дуброво;ВВ-10кВ №983;РЗА;8;РТ-40 и РВМ-12;в;;;;к;;;;к;04.2018;0;2006;1;2;;;30,90;14,90;3,10;0;0;0;;2030;0;3;;;;0;0;6;0;;в;;;;8;к;;;;в;;;;1;1;ПС 110;ЭМ;;6
1946;110кВ Дуброво;ВВ-10кВ №984;РЗА;8;РТ-40 и РВМ-12;в;;;;к;;;;к;04.2018;0;2006;1;2;;;30,90;14,90;3,10;0;0;0;;2030;0;3;;;;0;0;6;0;;в;;;;5;к;;;;в;;;;1;1;ПС 110;ЭМ;;6
1947;110кВ Дуброво;ВВ-10кВ №986;РЗА;8;РТ-40 и РВМ-12;в;;;;к;;;;к;04.2018;0;2006;1;2;;;30,90;14,90;3,10;0;0;0;;2030;0;3;;;;0;0;6;0;;в;;;;8;к;;;;в;;;;1;1;ПС 110;ЭМ;;6
1948;110кВ Замосточье;МВ-10кВ №15;РЗА;4;РТ-80;в;;;;;;к;;к;11.2019;0;1986;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;8;;28,80;;0;0;6;0;;;в;;;;;к;;;;;;9;1;1;ПС 110;ЭМ;;
1949;110кВ Замосточье;МВ-10кВ №17;РЗА;4;РТ-80;в;;;;;;;к;к;09.2020;0;1986;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;8;;28,80;;0;0;6;0;;;в;;;;;к;;;;;;9;1;1;ПС 110;ЭМ;6;
1950;110кВ Замосточье;МВ-10кВ №19;РЗА;4;РТ-80;в;;;;;;к;;к;11.2019;0;1986;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;8;;28,80;;0;0;6;0;;;в;;;;;к;;;;;;9;1;1;ПС 110;ЭМ;;
1951;110кВ Замосточье;МВ-10кВ №23;РЗА;5;РТ-80;в;;;;;;;к;к;09.2020;0;1986;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;8;;28,80;;0;0;6;0;;;в;;;;;к;;;;;;9;1;1;ПС 110;ЭМ;6;
1952;110кВ Замосточье;МВ-10кВ №25;РЗА;5;РТ-80;в;;;;;;к;;к;11.2019;0;1986;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;8;;28,80;;0;0;6;0;;;в;;;;;к;;;;;;9;1;1;ПС 110;ЭМ;;
1953;110кВ Замосточье;МВ-10кВ №27;РЗА;5;РТ-80;в;;;;;;;к;к;09.2020;0;1986;1;2;;29;28,80;13,30;2,60;0;0;0;;;0;8;;28,80;;0;0;6;0;;;в;;;;;к;;;;;;9;1;1;ПС 110;ЭМ;6;
1954;110кВ Кабище;ВВ-10кВ №71;РЗА;;РТ-40 и РВМ-12;;в;;4;;;;к;к;02.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1955;110кВ Кабище;ВВ-10кВ №72;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;02.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1956;110кВ Кабище;ВВ-10кВ №73;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;02.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1957;110кВ Кабище;ВВ-10кВ №74;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;02.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1958;110кВ Кабище;ВВ-10кВ №75;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;01.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1959;110кВ Кабище;ВВ-10кВ №76;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;02.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1960;110кВ Кабище;ВВ-10кВ №77;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;02.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1961;110кВ Кабище;ВВ-10кВ №78;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;02.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1962;110кВ Кабище;ВВ-10кВ №80;РЗА;;РТ-40 и РВМ-12;;в;;5;;;;к;к;01.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1963;110кВ Кабище;ВВ-10кВ №82;РЗА;;РТ-40 и РВМ-12;;в;;6;;;;к;к;01.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1964;110кВ Кабище;ВВ-10кВ №84;РЗА;;РТ-40 и РВМ-12;;в;;3;;;;к;к;01.2020;0;1996;1;2;;40;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;2;
1965;110кВ Княжица;МВ-10кВ №1;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;10.2020;0;1986;1;2;;;30,90;14,90;3,10;0;0;0;;;0;10;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;8;
1966;110кВ Княжица;МВ-10кВ №4;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;11.2020;0;1986;1;2;;;30,90;14,90;3,10;0;0;0;;;0;10;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;8;
1967;110кВ Княжица;МВ-10кВ №6;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;11.2020;0;1986;1;2;;;30,90;14,90;3,10;0;0;0;;;0;10;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;8;
1968;110кВ Княжица;МВ-10кВ №7;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;10.2020;0;1986;1;2;;;30,90;14,90;3,10;0;0;0;;;0;10;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;8;
1969;110кВ Княжица;МВ-10кВ №9;РЗА;;РТ-40 и РВМ-12;;в;;2;;;;к;к;10.2020;0;1986;1;2;;;30,90;14,90;3,10;0;0;0;;;0;10;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;8;
1970;110кВ КСМ;ВВ-10кВ №10;РЗА;4;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;8;1;4;ПС 110;МП;;
1971;110кВ КСМ;ВВ-10кВ №13;РЗА;4;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;8;1;4;ПС 110;МП;;
1972;110кВ КСМ;ВВ-10кВ №12;РЗА;4;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;8;1;4;ПС 110;МП;;
1973;110кВ КСМ;ВВ-10кВ №11;РЗА;4;МР-700;к;;;;;;в;;в;02.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;8;1;4;ПС 110;МП;;
1974;110кВ КСМ;ВВ-10кВ №15;РЗА;4;МР-700;к;;;;;;в;;в;08.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;8;1;4;ПС 110;МП;;
1975;110кВ КСМ;ВВ-10кВ №21;РЗА;4;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;8;1;4;ПС 110;МП;;
1976;110кВ КСМ;ВВ-10кВ №23;РЗА;4;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;9;1;4;ПС 110;МП;;
1977;110кВ КСМ;ВВ-10кВ №20;РЗА;4;МР-700;к;;;;;;в;;в;09.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;8;1;4;ПС 110;МП;;
1978;110кВ КСМ;ВВ-10кВ №24;РЗА;4;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;9;1;4;ПС 110;МП;;
1979;110кВ КСМ;ВВ-10кВ №25;РЗА;4;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;9;1;4;ПС 110;МП;;
1980;110кВ КСМ;ВВ-10кВ №26;РЗА;10;МР-700;к;;;;;;в;;в;09.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1981;110кВ КСМ;ВВ-10кВ №30;РЗА;10;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1982;110кВ КСМ;ВВ-10кВ №31;РЗА;10;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1983;110кВ КСМ;ВВ-10кВ №32;РЗА;10;МР-700;к;;;;;;в;;в;01.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1984;110кВ КСМ;ВВ-10кВ №33;РЗА;10;МР-700;к;;;;;;в;;в;02.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1985;110кВ КСМ;ВВ-10кВ №35;РЗА;10;МР-700;к;;;;;;в;;в;09.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1986;110кВ КСМ;ВВ-10кВ №40;РЗА;7;МР-700;к;;;;;;в;;в;02.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1987;110кВ КСМ;ВВ-10кВ №43;РЗА;7;МР-700;к;;;;;;в;;в;02.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1988;110кВ КСМ;ВВ-10кВ №44;РЗА;7;МР-700;к;;;;;;в;;в;09.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1989;110кВ КСМ;ВВ-10кВ №45;РЗА;7;МР-700;к;;;;;;в;;в;09.2019;0;2010;1;2;;40;30,90;14,90;2,60;0;0;0;;2025;1;6;;30,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
1990;110кВ Лиозно;ВВ-10кВ №464;РЗА;;МР-300;;в;;4;;;;к;к;06.2020;0;2003;1;4;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;5;
1991;110кВ Лиозно;ВВ-10кВ №465;РЗА;;МР-300;;в;;4;;;;к;к;05.2020;0;2003;1;4;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;5;
1992;110кВ Лиозно;ВВ-10кВ №466;РЗА;;МР-300;;в;;5;;;;к;к;05.2020;0;2003;1;4;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;5;
1993;110кВ Лиозно;ВВ-10кВ №467;РЗА;;МР-300;;в;;5;;;;к;к;05.2020;0;2003;1;4;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;5;
1994;110кВ Лиозно;ВВ-10кВ №468;РЗА;;МР-500;;в;;5;;;н;к1;к1;05.2020;0;2018;1;4;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;к;;;;;в;;;;;;;1;4;ПС 110;МП;5;
1995;110кВ Лиозно;ВВ-10кВ №469;РЗА;;МР-500;;н;к1;9;;;н;к1;к1;05.2020;0;2019;1;2;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;28,80;;0;0;6;0;7;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;8;
1996;110кВ Лиозно;ВВ-10кВ №470;РЗА;;МР-500;;в;;3;;;;к;к;05.2020;0;2007;1;2;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;8;
1997;110кВ Лиозно;ВВ-10кВ №471;РЗА;;МР-500;;в;;3;;;;к;к;05.2020;0;2007;1;2;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;8;
1998;110кВ Лиозно;ВВ-10кВ №472;РЗА;;МР-500;;в;;3;;;н;к1;к1;05.2020;0;2019;1;2;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;28,80;;0;0;6;0;;;к;;;;;в;;;;;;4;1;4;ПС 110;МП;8;
1999;110кВ Лиозно;ВВ-10кВ №473;РЗА;;МР-500;;в;;3;;;;к;к;05.2020;0;2007;1;2;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;8;
2000;110кВ Лиозно;ВВ-10кВ №474;РЗА;;МР-500;;в;;3;;;;к;к;05.2020;0;2007;1;4;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;8;
2001;110кВ Лиозно;ВВ-10кВ №475;РЗА;;МР-500;;в;;3;;;;к;к;05.2020;0;2007;1;2;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;8;
2002;110кВ Лиозно;ВВ-10кВ №476;РЗА;;МР-300;;в;;3;;;;к;к;05.2020;0;2003;1;4;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;8;
2003;110кВ Лиозно;ВВ-10кВ №477;РЗА;;МР-500;;в;;3;;;;к;к;06.2020;0;2007;1;2;;40;28,80;13,30;2,60;0;0;0;;2025;1;7;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ПС 110;МП;8;
2004;110кВ Лиозно;ВВ-10кВ №478;РЗА;;МР-500;;в;;4;;;;н;н;09.2020;0;2020;1;2;;40;28,80;13,30;2,60;0;0;0;;2016;1;7;;;;0;0;6;0;;к1;;в;;;;;к;;;;;;1;4;ПС 110;МП;8;6
2005;110кВ Лучеса;МВ-10кВ №715;РЗА;;РТ-40 и РВ-100;;к;;4;;;;в;в;07.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;2;
2006;110кВ Лучеса;МВ-10кВ №716;РЗА;;РТ-40 и РВ-100;;к;;4;;;;в;в;03.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;2;
2007;110кВ Лучеса;МВ-10кВ №717;РЗА;;РТ-40 и РВ-100;;к;;4;;;;в;в;03.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;2;
2008;110кВ Лучеса;МВ-10кВ №718;РЗА;;РТ-40 и РВ-100;;к;;8;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;2;
2009;110кВ Лучеса;МВ-10кВ №719;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;2;
2010;110кВ Лучеса;МВ-10кВ №720;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;07.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;2;
2011;110кВ Лучеса;МВ-10кВ №721;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;03.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2012;110кВ Лучеса;МВ-10кВ №724;РЗА;;РТ-40 и РВ-100;;к;;5;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2013;110кВ Лучеса;МВ-10кВ №725;РЗА;;РТ-40 и РВ-100;;к;;5;;;;в;в;06.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2014;110кВ Лучеса;МВ-10кВ №726;РЗА;;РТ-40 и РВ-100;;к;;5;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2015;110кВ Лучеса;МВ-10кВ №727;РЗА;;РТ-40 и РВ-100;;к;;6;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2016;110кВ Лучеса;МВ-10кВ №728;РЗА;;РТ-40 и РВ-100;;к;;6;;;;в;в;03.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2017;110кВ Лучеса;МВ-10кВ №729;РЗА;;РТ-40 и РВ-100;;к;;6;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2018;110кВ Лучеса;МВ-10кВ №730;РЗА;;РТ-40 и РВ-100;;к;;6;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2019;110кВ Лучеса;МВ-10кВ №731;РЗА;;РТ-40 и РВ-100;;к;;6;;;;в;в;06.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2020;110кВ Лучеса;МВ-10кВ №732;РЗА;;РТ-40 и РВ-100;;к;;6;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2021;110кВ Лучеса;МВ-10кВ №736;РЗА;;РТ-40 и РВ-100;;к;;6;;;;в;в;03.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2022;110кВ Лучеса;МВ-10кВ №742;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;03.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;3;
2023;110кВ Лучеса;МВ-10кВ №743;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2024;110кВ Лучеса;МВ-10кВ №744;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;06.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2025;110кВ Лучеса;МВ-10кВ №745;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;03.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2026;110кВ Лучеса;МВ-10кВ №746;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;03.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2027;110кВ Лучеса;МВ-10кВ №747;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;10.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2028;110кВ Лучеса;МВ-10кВ №748;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2029;110кВ Лучеса;МВ-10кВ №750;РЗА;;РТ-40 и РВ-100;;к;;7;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2030;110кВ Лучеса;МВ-10кВ №751;РЗА;;РТ-40 и РВ-100;;к;;8;;;;в;в;06.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2031;110кВ Лучеса;МВ-10кВ №753;РЗА;;РТ-40 и РВ-100;;к;;8;;;;в;в;06.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2032;110кВ Лучеса;МВ-10кВ №754;РЗА;;РТ-40 и РВ-100;;к;;8;;;;в;в;02.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2033;110кВ Лучеса;МВ-10кВ №755;РЗА;;РТ-40 и РВ-100;;к;;8;;;;в;в;06.2020;0;1995;1;2;;;30,90;14,90;3,10;0;0;0;;;0;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 110;ЭМ;9;
2035;110кВ Лучеса;ВВ-10кВ №762;РЗА;;МР-500;;к;;4;;;;в;в;05.2020;0;2010;1;2;;40;30,90;14,90;3,10;0;0;0;;2025;1;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;4;ПС 110;МП;3;
2036;110кВ Лучеса;ВВ-10кВ №734;РЗА;;МР-700;;к;;7;;;;в;в;06.2020;0;2010;1;4;;40;30,90;14,90;3,10;0;0;0;;2025;1;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;4;ПС 110;МП;3;
2037;110кВ Лучеса;ВВ-10кВ №760;РЗА;;МР-700;;к;;7;;;;в;в;06.2020;0;2010;1;4;;40;30,90;14,90;3,10;0;0;0;;2025;1;8;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;4;ПС 110;МП;3;
2038;110кВ Мелькомбинат;МВ-10кВ №201;РЗА;2;МР-500;к1;;к;;;;;к;к;02.2020;0;2013;1;2;;;30,90;14,90;3,10;0;0;0;;;1;6;;;;0;0;6;0;9;;;в;;;;;к;;;;;;1;4;ПС 110;МП;2;
